,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
121,Pineapple,"Karol G",7827,https://open.spotify.com/track/2RXzzOxmBlffT81fjwBSVh
122,"Cásate Conmigo","Silvestre Dangond",7761,https://open.spotify.com/track/6f4UPdDBQONKJBRqwZGjaJ
123,"Chica Paranormal","Paulo Londra",7732,https://open.spotify.com/track/2r77vqSZkOktTSgmAOoHsV
124,"Que Tu Quieres","Jowell & Randy",7672,https://open.spotify.com/track/7MiDc0vsiLNcZ5dcLlA3ue
125,"Que Va","Alex Sensation",7664,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
126,"La flaca","Jarabe De Palo",7638,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
127,"Ser Un Cantante","Manuel Turizo",7622,https://open.spotify.com/track/2v9WmS9Epu9RP2dfoD5G1m
128,Perfect,"Ed Sheeran",7578,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
129,Disfruto,"Carla Morrison",7547,https://open.spotify.com/track/0zTSmiDzVkIPUPjsHcUWpe
130,Coméntale,Ozuna,7540,https://open.spotify.com/track/7oCGD6Ccuw8JmYWw6IrI8z
131,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,7536,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
132,"Mi Gente","J Balvin",7535,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
133,"Un Poquito","Diego Torres",7473,https://open.spotify.com/track/5pH8g37XIkQej0AnlfQgNS
134,"La Diabla","Alex Sensation",7440,https://open.spotify.com/track/1Bo5CD2Tg8di5QSJHEoHmZ
135,"Eastside (with Halsey & Khalid)","benny blanco",7336,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
136,"I'm Yours","Jason Mraz",7326,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
137,Aura,Ozuna,7319,https://open.spotify.com/track/1AVu7Kc2MRrLfOG1RCEf07
138,Corazón,Maluma,7300,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu
139,Medicina,Anitta,7199,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
140,Amorfoda,"Bad Bunny",7174,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
141,Happier,Marshmello,7170,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
142,Havana,"Camila Cabello",7136,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
143,"Como Mirarte","Sebastian Yatra",7032,https://open.spotify.com/track/0CXEPVeQDLgDBfvcsQpXq1
144,"God is a woman","Ariana Grande",7030,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
145,"Lucky You (feat. Joyner Lucas)",Eminem,7022,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
146,"Bohemian Rhapsody - Remastered 2011",Queen,6959,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
