,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
187,Papum,"MC Kevinho",3265,https://open.spotify.com/track/5tNnnptCfuLXLHnDqrL9ku
188,"Nice Guy (with Jessie Reyez)",Eminem,3258,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
189,"Me Rehúso","Danny Ocean",3241,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
190,Shotgun,"George Ezra",3177,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
191,"Jogo do Amor","MC Bruninho",3176,https://open.spotify.com/track/3MxbRHE1u74SoMNR9iURIZ
192,"The Flute Song",Russ,3160,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
193,"Quem Me Dera",Mariza,3157,https://open.spotify.com/track/6VBGMZQiblFsl2Ne7g8IVL
194,Celoso,"Lele Pons",3132,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg
195,"Real Friends","Camila Cabello",3116,https://open.spotify.com/track/5vnpANH92iEajvGwE2oQ6r
196,"All The Stars (with SZA)","Kendrick Lamar",3109,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
197,"Blah Blah Blah","Armin van Buuren",3101,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
198,"Drew Barrymore","Bryce Vine",3094,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
199,"I Fall Apart","Post Malone",3080,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
200,Noticed,"Lil Mosey",3074,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
