,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
108,"Pray For Job (feat. Young Ellens, Sevn Alias & MocroManiac)","Jonna Fraser",38654,https://open.spotify.com/track/2PEYEFRPnGzPTdtQxUXf9P
109,Greatest,Eminem,38426,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
110,"Shape of You","Ed Sheeran",37654,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
111,"Waar Zijn Die Kechs (feat. Bartofso)","Mula B",37505,https://open.spotify.com/track/05WJRodpFFDvHQ083sOkgj
112,"New Light","John Mayer",37334,https://open.spotify.com/track/40FLJc17FMZaPmCQEEZgB0
113,"Beetje Moe",Kevin,37280,https://open.spotify.com/track/5ncYmvTAX7RbJSvoFGrSkv
114,Zoutelande,BLØF,37142,https://open.spotify.com/track/1dCaSvUR92UgJZwmNxnqZV
115,"Remind Me to Forget",Kygo,36146,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
116,"Real Love (feat. Tabitha)",Jayh,35599,https://open.spotify.com/track/2hlwSQ076EEDOTUI55ZqGZ
117,BEBE,6ix9ine,35306,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
118,2002,Anne-Marie,34889,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
119,"High Hopes","Panic! At The Disco",34498,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
120,"Coming Home",Sheppard,34221,https://open.spotify.com/track/2MKXUXZIViCGpoFyysFpoj
121,"6 Million Ways","Sevn Alias",34093,https://open.spotify.com/track/4F8hjlpNB3ljJri4inca4r
122,"Praise The Lord (Da Shine)","A$AP Rocky",33795,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
123,"Jocelyn Flores",XXXTENTACION,33723,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
124,"Pretty Little Fears (feat. J. Cole)",6LACK,33705,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
125,"Thunderclouds with Sia, Diplo & Labrinth",Sia,33618,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
126,"I'm Yours","Jason Mraz",33605,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
127,"Stop Met Typen",Equalz,33592,https://open.spotify.com/track/2fBHmGi4cnKynlXd7P6GZD
128,"D2 (IliassOpDeBeat x Mula B)",IliassOpDeBeat,33507,https://open.spotify.com/track/1zd3M9ByJkQIokwOiOU3hh
129,"rockstar (feat. 21 Savage)","Post Malone",33494,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
130,IJskoud,Nielson,33111,https://open.spotify.com/track/07K0EMBhtZvs596HrWnm2w
131,"Hakuna Matata (feat. Pietju Bell)",Bartofso,32816,https://open.spotify.com/track/5WtZkxaydevBBVRgwttynQ
132,changes,XXXTENTACION,32545,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
133,Havana,"Camila Cabello",32226,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
134,Kamikaze,Eminem,31893,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
135,"Blijf Bij Mij","Ronnie Flex",31775,https://open.spotify.com/track/7EyvmcYx7WzeBi2cY9RmIi
136,"Kaviaar & Champagne",Aliyah,31300,https://open.spotify.com/track/2xuLzhAVVWSepnmafSYwkp
