,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
84,"Échame La Culpa","Luis Fonsi",13509,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
85,"El Farsante - Remix",Ozuna,13414,https://open.spotify.com/track/7uYgVgRSgqluZclLS7wpp4
86,"Se Preparó",Ozuna,13383,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
87,"Electricity (with Dua Lipa)","Silk City",13130,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
88,Caraluna,Bacilos,13054,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
89,Justicia,"Silvestre Dangond",13041,https://open.spotify.com/track/6ipp8Dhs33KinlF4BStgca
90,"Vivo Pensando En Ti (feat. Maluma)","Felipe Peláez",12928,https://open.spotify.com/track/4DBnQKEkneEBbUXJVX5Kxs
91,Dicen,"Matt Hunter",12822,https://open.spotify.com/track/4cfoVJxpHqUqTvBrG1RTyi
92,Downtown,Anitta,12696,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
93,"No Te Vas",Nacho,12575,https://open.spotify.com/track/21Dt0T82tst15r3HCIM2Ku
94,"Tú Y Yo (feat. Nicky Jam & Justin Quiles)",Valentino,12406,https://open.spotify.com/track/58smOywZbVu8AjWutppiQA
95,"Una Lady Como Tú","Manuel Turizo",12241,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
96,"Condenado Para el Millon","Paulo Londra",12080,https://open.spotify.com/track/5UjhWsB5rddZEPlNUcGDLV
97,"I Love It (& Lil Pump)","Kanye West",12020,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
98,Mayores,"Becky G",11986,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
99,IDGAF,"Dua Lipa",11923,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
100,Bella,Wolfine,11704,https://open.spotify.com/track/3xcCix7Jv1Rp90YVmgo35D
101,"Que Va","Alex Sensation",11575,https://open.spotify.com/track/6J1R5wtPXiHiwiPstOSI56
102,Sirena,"Cali Y El Dandee",11487,https://open.spotify.com/track/1juHIWqgFiDFAKuEBP24Lt
103,"Báilame - Remix",Nacho,11451,https://open.spotify.com/track/4l3xGFwoTinvYxsePytOOf
104,"Devuelveme a mi chica","Hombres G",11382,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
105,Perfect,"Ed Sheeran",11268,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
106,Dura,"Daddy Yankee",11253,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
107,"Felices los 4",Maluma,11246,https://open.spotify.com/track/1RouRzlg8OKFeqc6LvdxmB
108,"Ahora Te Puedes Marchar","Luis Miguel",11234,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
109,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",11192,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
110,"Un Poquito","Diego Torres",10979,https://open.spotify.com/track/5pH8g37XIkQej0AnlfQgNS
111,Traicionera,"Sebastian Yatra",10850,https://open.spotify.com/track/4Ft0391aLVNtCPPseh98lp
112,"Como Mirarte","Sebastian Yatra",10838,https://open.spotify.com/track/0CXEPVeQDLgDBfvcsQpXq1
113,"La flaca","Jarabe De Palo",10798,https://open.spotify.com/track/2LsbizbOeNa4x6qsi2jAMb
114,Amorfoda,"Bad Bunny",10797,https://open.spotify.com/track/3ITvHA9zhZZdBJsOsAUegF
115,"Ella Me Persigue",Alkilados,10707,https://open.spotify.com/track/5lKfxy2Lzs2yJWqHuWHUIq
116,"Calypso - Remix","Luis Fonsi",10680,https://open.spotify.com/track/3B1q4Cv9PcYdiOpzqKSEIV
117,Tonta,"R.K.M & Ken-Y",10572,https://open.spotify.com/track/5ZjJT7BB8OoVjyRZRYGen8
118,"Cásate Conmigo","Silvestre Dangond",10522,https://open.spotify.com/track/6f4UPdDBQONKJBRqwZGjaJ
119,"Persiana Americana","Soda Stereo",10521,https://open.spotify.com/track/7JZP7kQsuFFWOrtAI7uNiW
120,"Me Tiene Mal","Paulo Londra",10509,https://open.spotify.com/track/5BHiSQqlKWKoSmASzJTrVg
121,PPP,"Kevin Roldan",10454,https://open.spotify.com/track/1DcxnVNFAyVl2sDQ646pXS
122,"Quédate Aquí","Mike Bahía",10380,https://open.spotify.com/track/40BHOcBhBU6InTXea4VRAK
123,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",10372,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
124,SUTRA,"Sebastian Yatra",10305,https://open.spotify.com/track/0lTYnxJdC68v0oXd5xolxY
125,"En El Muelle De San Blas",Maná,10228,https://open.spotify.com/track/0mvocLIWUnT10znvIXwHGr
