,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
136,"Shape of You","Ed Sheeran",26438,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
137,"I'm Not The Only One","Sam Smith",26364,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
138,"In My Mind",Dynoro,26273,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
139,Youngblood,"5 Seconds of Summer",26113,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
140,Sundo,"Moira Dela Torre",26026,https://open.spotify.com/track/4SN0eYjvqBmElFQxP0Inys
141,"Maybe This Time - From ""Maybe This Time""","Sarah Geronimo",25962,https://open.spotify.com/track/0Dljpp52vCmtXi0E94qjfo
142,Sino,UNIQUE,25930,https://open.spotify.com/track/637uCaC8im9B7Pe2O2Z53w
143,"Beautiful Soul","Jesse McCartney",25151,https://open.spotify.com/track/1HwpWwa6bnqqRhK8agG4RS
144,"Before I Let You Go",Freestyle,24886,https://open.spotify.com/track/1VvFtp71ibaXiHxurBlXuw
145,"Better Now","Post Malone",24815,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
146,Harana,"Parokya Ni Edgar",24792,https://open.spotify.com/track/3gyEt1vswIEbpQqBs18Lha
147,"Like I'm Gonna Lose You","Meghan Trainor",24607,https://open.spotify.com/track/2YlZnw2ikdb837oKMKjBkW
148,"Eroplanong Papel","December Avenue",24521,https://open.spotify.com/track/0dJPIIlTmVM0lambbFgAYq
149,OTW,Khalid,24514,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
150,"The Man Who Can't Be Moved","The Script",24393,https://open.spotify.com/track/67EY6aDoIx8czEPS6a2AaI
151,"Ipagpatawad Mo",Mayonnaise,24275,https://open.spotify.com/track/7IqUmDJ2GjaOqrzDCXhrV5
152,"The Day You Said Goodnight",Hale,24024,https://open.spotify.com/track/0HZ3OUVrGHxttD2EuHqRm3
153,"You And Me",Lifehouse,23813,https://open.spotify.com/track/0815caqt2Lytro5EIzMufT
154,"Till My Heartaches End - From ""The Significant Other""","KZ Tandingan",23755,https://open.spotify.com/track/4isDU5tDNqFLQ5xQ9NgPmz
155,"Tie Me Down (with Elley Duhé)",Gryffin,23560,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
156,"God's Plan",Drake,23268,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
157,"Ocean (feat. Khalid)","Martin Garrix",22759,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
158,Prinsesa,6cyclemind,22742,https://open.spotify.com/track/2S80c51YXgJQhkhX603fMA
159,"I'll Never Go","Erik Santos",22613,https://open.spotify.com/track/4ub59HeXqdYApJtkJqnvXE
160,REMEDY,Alesso,22466,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
161,Hericane,LANY,22446,https://open.spotify.com/track/4bU5xCQQiURmotfz9ohUNo
162,"Let Me Be the One","Julie Anne San Jose",22397,https://open.spotify.com/track/39V6cEoNFwDFRJEOKyj4OR
163,"FAKE LOVE",BTS,22396,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
164,Dive,"Ed Sheeran",22368,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
165,sweetener,"Ariana Grande",22360,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
166,"LOVE SCENARIO",iKON,22338,https://open.spotify.com/track/6qAzAmPBUpGrk7XADZHR5k
167,SAD!,XXXTENTACION,22264,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
168,"Say You Won’t Let Go",Chlara,22212,https://open.spotify.com/track/00bAw28lKcHj3B94a1wJle
169,"Young Dumb & Broke",Khalid,22140,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
170,"I Fall Apart","Post Malone",22072,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
171,"That's What I Like","Bruno Mars",21964,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
172,Stars,Callalily,21914,https://open.spotify.com/track/6aDYL0klsShJ1NDScruk2G
173,"So Slow",Freestyle,21893,https://open.spotify.com/track/1A40ESJJPEEJrqjC9BUO2B
174,"Dance The Night Away",TWICE,21772,https://open.spotify.com/track/281tmNk46TBQS9ACYMLYyA
175,"Capital Letters","Hailee Steinfeld",21751,https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
176,"SLOW DANCING IN THE DARK",Joji,21628,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
177,"Body (feat. brando)","Loud Luxury",21614,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
178,"Ako Muna","Yeng Constantino",21517,https://open.spotify.com/track/5jLEQLkEU8Sb2fG5UQcwDM
179,"What is Love?",TWICE,21398,https://open.spotify.com/track/5Ek40FyMPprcvtyZDjqylX
180,Euphoria,BTS,21370,https://open.spotify.com/track/3p6hnejEQYXkiTO1lAzVc0
181,"pink skies",LANY,21246,https://open.spotify.com/track/6BZ6pl5bczDc3cMF1kBaOy
182,"Meron Nang Iba","Silent Sanctuary",21229,https://open.spotify.com/track/4r7vGTk9HCW7YDorNWoclF
183,"Collide - Acoustic Version","Howie Day",21127,https://open.spotify.com/track/5rwq6R0Uq0BngM3rdmCeNg
184,Mau,"Shanti Dope",21117,https://open.spotify.com/track/0BkKdJSpKqzYLEneerSHq3
185,"High On Life (feat. Bonn)","Martin Garrix",21067,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
186,"Versace On The Floor","Bruno Mars",21027,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
187,"The Ringer",Eminem,20835,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
188,"I Like It","Cardi B",20810,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
189,GTFO,"Mariah Carey",20620,https://open.spotify.com/track/3MBHhhVQiGLX28NolyIdY1
190,"Chasing Cars","Snow Patrol",20619,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
191,"Just The Way You Are","Bruno Mars",20498,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
192,"Nadarang - Campfire Mix","Kyle Juliano",20410,https://open.spotify.com/track/2RzdvVrhZdoa3PyrU0NTLp
193,"It Might Be You - Theme from Everyday I Love You","Michael Pangilinan",20401,https://open.spotify.com/track/4FdQYoWFym37QDQ2GkEHi1
194,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",20306,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
195,Enemies,Lauv,20234,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
196,"A Thousand Years","Christina Perri",20219,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl
197,Lucky,"Jason Mraz",20191,https://open.spotify.com/track/2qLMf6TuEC3ruGJg4SMMN6
198,Terrified,"Katharine McPhee",20133,https://open.spotify.com/track/573EXMFHsEKPRSy08G91Sr
199,"Pusong Ligaw","Jericho Rosales",20131,https://open.spotify.com/track/14pj36HKHd6c72njvGVPWU
200,"Sunday Morning","Maroon 5",20081,https://open.spotify.com/track/5qII2n90lVdPDcgXEEVHNy
