,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
146,FRIENDS,Marshmello,56688,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
147,"Let Me Live (feat. Anne-Marie & Mr Eazi)",Rudimental,56522,https://open.spotify.com/track/3D1rlKmZdpYUeMtRRLNawc
148,"All Girls Are The Same","Juice WRLD",56246,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
149,"Who Am I? (feat. Bugzy Malone)","Kojo Funds",56195,https://open.spotify.com/track/2ccB04JyAmTQGg2RN9FlcX
150,Riptide,"Vance Joy",56145,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
151,"SLOW DANCING IN THE DARK",Joji,55967,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
152,"Look At Me!",XXXTENTACION,55890,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
153,Familiar,"Liam Payne",55832,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
154,"You Make My Dreams - Remastered","Daryl Hall & John Oates",55810,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
155,"From Now On","Hugh Jackman",55601,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
156,Believer,"Imagine Dragons",55327,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
157,"Feels Like Summer","Childish Gambino",55155,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
158,"Want To","Dua Lipa",55085,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
159,"Too Good At Goodbyes","Sam Smith",55026,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
160,"Don't Look Back in Anger - Remastered",Oasis,54808,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
161,"Castle on the Hill","Ed Sheeran",54789,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
162,Perfect,"Ed Sheeran",54751,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
163,"Came Here for Love",Sigala,54684,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
164,Halo,Beyoncé,54520,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
165,"Everybody Dies In Their Nightmares",XXXTENTACION,54431,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
166,"XO TOUR Llif3","Lil Uzi Vert",54167,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
167,17,MK,54130,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR
168,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",54123,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
